Year,Jurisdiction,Category,Management,Fate,Tonnes,Core or non-core
"2010-2011","Vic","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","21482","Core waste"
"2010-2011","Vic","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Vic","Unclassified materials","Landfill","Disposal","0","Core waste"
"2010-2011","Vic","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2010-2011","Vic","Unclassified materials","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Ash","Other disposal","Long-term storage","296372.479881966","Non-core waste"
"2010-2011","WA","Ash","Recycling","Recycling","712315.01303083","Non-core waste"
"2010-2011","WA","Biosolids","Other disposal","Disposal","12411.5056592672","Core waste"
"2010-2011","WA","Biosolids","Recycling","Recycling","98050.8947082113","Core waste"
"2010-2011","WA","Building and demolition materials","Landfill","Disposal","1600653","Core waste"
"2010-2011","WA","Building and demolition materials","Recycling","Recycling","764454","Core waste"
"2010-2011","WA","Glass","Landfill","Disposal","97542","Core waste"
"2010-2011","WA","Glass","Recycling","Recycling","26745","Core waste"
"2010-2011","WA","Hazardous wastes","Energy from waste facility","Energy recovery","11495.3793399179","Core waste"
"2010-2011","WA","Hazardous wastes","Landfill","Disposal","112964.252318625","Core waste"
"2010-2011","WA","Hazardous wastes","Other disposal","Disposal","3071.94381521492","Core waste"
"2010-2011","WA","Hazardous wastes","Recycling","Recycling","398395.055438877","Core waste"
"2010-2011","WA","Hazardous wastes","Treatment","Disposal","24850.9711908293","Core waste"
"2010-2011","WA","Hazardous wastes","Treatment","Energy recovery","8167.5285391481","Core waste"
"2010-2011","WA","Hazardous wastes","Treatment","Recycling","39934.538938038","Core waste"
"2010-2011","WA","Metals","Landfill","Disposal","106325","Core waste"
"2010-2011","WA","Metals","Recycling","Recycling","487070","Core waste"
"2010-2011","WA","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Organics","Landfill","Disposal","1079865","Core waste"
"2010-2011","WA","Organics","Landfill","Energy recovery","110531","Core waste"
"2010-2011","WA","Organics","Recycling","Recycling","483717","Core waste"
"2010-2011","WA","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Paper & cardboard","Landfill","Disposal","286545","Core waste"
"2010-2011","WA","Paper & cardboard","Landfill","Energy recovery","40580","Core waste"
"2010-2011","WA","Paper & cardboard","Recycling","Recycling","244460","Core waste"
"2010-2011","WA","Plastics","Landfill","Disposal","343121","Core waste"
"2010-2011","WA","Plastics","Recycling","Recycling","14353","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","80968","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","11400","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","5326","Core waste"
"2010-2011","WA","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Unclassified materials","Landfill","Disposal","0","Core waste"
"2010-2011","WA","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2010-2011","WA","Unclassified materials","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Biosolids","Other disposal","Disposal","21302.0463894607","Core waste"
"2009-2010","ACT","Biosolids","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Building and demolition materials","Landfill","Disposal","15564","Core waste"
"2009-2010","ACT","Building and demolition materials","Recycling","Recycling","219670","Core waste"
"2009-2010","ACT","Glass","Landfill","Disposal","6249","Core waste"
"2009-2010","ACT","Glass","Recycling","Recycling","14939","Core waste"
"2009-2010","ACT","Hazardous wastes","Energy from waste facility","Energy recovery","974.762631402018","Core waste"
"2009-2010","ACT","Hazardous wastes","Landfill","Disposal","2839.15864325585","Core waste"
"2009-2010","ACT","Hazardous wastes","Other disposal","Disposal","154.133327047441","Core waste"
"2009-2010","ACT","Hazardous wastes","Recycling","Recycling","4622.64226455516","Core waste"
"2009-2010","ACT","Hazardous wastes","Treatment","Disposal","821.669257212668","Core waste"
"2009-2010","ACT","Hazardous wastes","Treatment","Energy recovery","142.200143726228","Core waste"
"2009-2010","ACT","Hazardous wastes","Treatment","Recycling","1252.85408402114","Core waste"
"2009-2010","ACT","Metals","Landfill","Disposal","6611","Core waste"
"2009-2010","ACT","Metals","Recycling","Recycling","33040","Core waste"
"2009-2010","ACT","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Organics","Landfill","Disposal","60425","Core waste"
"2009-2010","ACT","Organics","Landfill","Energy recovery","13691","Core waste"
"2009-2010","ACT","Organics","Recycling","Recycling","193515","Core waste"
"2009-2010","ACT","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Paper & cardboard","Landfill","Disposal","17352","Core waste"
"2009-2010","ACT","Paper & cardboard","Landfill","Energy recovery","12043","Core waste"
"2009-2010","ACT","Paper & cardboard","Recycling","Recycling","45597","Core waste"
"2009-2010","ACT","Plastics","Landfill","Disposal","23650","Core waste"
"2009-2010","ACT","Plastics","Recycling","Recycling","1909","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","15744","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","8319","Core waste"
"2009-2010","ACT","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","4165","Core waste"
"2009-2010","ACT","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Unclassified materials","Landfill","Disposal","0","Core waste"
"2009-2010","ACT","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2009-2010","ACT","Unclassified materials","Recycling","Recycling","618","Core waste"
"2009-2010","NSW","Ash","Other disposal","Long-term storage","3540372.74654075","Non-core waste"
"2009-2010","NSW","Ash","Recycling","Recycling","2847797.37627208","Non-core waste"
"2009-2010","NSW","Biosolids","Other disposal","Disposal","83664.6668455044","Core waste"
"2009-2010","NSW","Biosolids","Recycling","Recycling","330255.263863833","Core waste"
"2009-2010","NSW","Building and demolition materials","Landfill","Disposal","1085249","Core waste"
"2009-2010","NSW","Building and demolition materials","Recycling","Recycling","4307000","Core waste"
"2009-2010","NSW","Glass","Landfill","Disposal","139930","Core waste"
"2009-2010","NSW","Glass","Recycling","Recycling","299500","Core waste"
"2009-2010","NSW","Hazardous wastes","Energy from waste facility","Energy recovery","27870.9348269525","Core waste"
"2009-2010","NSW","Hazardous wastes","Landfill","Disposal","614392.782442218","Core waste"
"2009-2010","NSW","Hazardous wastes","Other disposal","Disposal","2821.96940908923","Core waste"
"2009-2010","NSW","Hazardous wastes","Recycling","Recycling","135438.450749281","Core waste"
"2009-2010","NSW","Hazardous wastes","Treatment","Disposal","125411.173200058","Core waste"
"2009-2010","NSW","Hazardous wastes","Treatment","Energy recovery","49363.0505827602","Core waste"
"2009-2010","NSW","Hazardous wastes","Treatment","Recycling","330235.641613091","Core waste"
"2009-2010","NSW","Metals","Landfill","Disposal","155611","Core waste"
"2009-2010","NSW","Metals","Recycling","Recycling","1997383","Core waste"
"2009-2010","NSW","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Organics","Landfill","Disposal","2140568","Core waste"
"2009-2010","NSW","Organics","Landfill","Energy recovery","428105","Core waste"
"2009-2010","NSW","Organics","Recycling","Recycling","1657500","Core waste"
"2009-2010","NSW","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Paper & cardboard","Landfill","Disposal","212074","Core waste"
"2009-2010","NSW","Paper & cardboard","Landfill","Energy recovery","62382","Core waste"
"2009-2010","NSW","Paper & cardboard","Recycling","Recycling","840776","Core waste"
"2009-2010","NSW","Plastics","Landfill","Disposal","722482","Core waste"
"2009-2010","NSW","Plastics","Recycling","Recycling","72500","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","184724","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","51636","Core waste"
"2009-2010","NSW","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","89500","Core waste"
"2009-2010","NSW","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NSW","Unclassified materials","Landfill","Disposal","241738","Core waste"
"2009-2010","NSW","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2009-2010","NSW","Unclassified materials","Recycling","Recycling","923000","Core waste"
"2009-2010","NT","Biosolids","Other disposal","Disposal","1219.08287682778","Core waste"
"2009-2010","NT","Biosolids","Recycling","Recycling","9630.75472693949","Core waste"
"2009-2010","NT","Building and demolition materials","Landfill","Disposal","111154","Core waste"
"2009-2010","NT","Building and demolition materials","Recycling","Recycling","0","Core waste"
"2009-2010","NT","Glass","Landfill","Disposal","7592","Core waste"
"2009-2010","NT","Glass","Recycling","Recycling","2766","Core waste"
"2009-2010","NT","Hazardous wastes","Energy from waste facility","Energy recovery","1246.93956044549","Core waste"
"2009-2010","NT","Hazardous wastes","Landfill","Disposal","11735.5864623677","Core waste"
"2009-2010","NT","Hazardous wastes","Other disposal","Disposal","294.486390114581","Core waste"
"2009-2010","NT","Hazardous wastes","Recycling","Recycling","11851.9263359074","Core waste"
"2009-2010","NT","Hazardous wastes","Treatment","Disposal","2111.37487499569","Core waste"
"2009-2010","NT","Hazardous wastes","Treatment","Energy recovery","787.702807109394","Core waste"
"2009-2010","NT","Hazardous wastes","Treatment","Recycling","4961.44273863851","Core waste"
"2009-2010","NT","Metals","Landfill","Disposal","9786","Core waste"
"2009-2010","NT","Metals","Recycling","Recycling","819","Core waste"
"2009-2010","NT","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NT","Organics","Landfill","Disposal","82909","Core waste"
"2009-2010","NT","Organics","Landfill","Energy recovery","20466","Core waste"
"2009-2010","NT","Organics","Recycling","Recycling","4117","Core waste"
"2009-2010","NT","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NT","Paper & cardboard","Landfill","Disposal","21612","Core waste"
"2009-2010","NT","Paper & cardboard","Landfill","Energy recovery","5603","Core waste"
"2009-2010","NT","Paper & cardboard","Recycling","Recycling","5745","Core waste"
"2009-2010","NT","Plastics","Landfill","Disposal","30314","Core waste"
"2009-2010","NT","Plastics","Recycling","Recycling","399","Core waste"
"2009-2010","NT","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NT","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","5323","Core waste"
"2009-2010","NT","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","1029","Core waste"
"2009-2010","NT","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","0","Core waste"
"2009-2010","NT","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","NT","Unclassified materials","Landfill","Disposal","0","Core waste"
"2009-2010","NT","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2009-2010","NT","Unclassified materials","Recycling","Recycling","0","Core waste"
"2009-2010","Qld","Ash","Other disposal","Long-term storage","4039647.5052135","Non-core waste"
"2009-2010","Qld","Ash","Recycling","Recycling","671114.848974561","Non-core waste"
"2009-2010","Qld","Biosolids","Other disposal","Disposal","9566.85938938248","Core waste"
"2009-2010","Qld","Biosolids","Recycling","Recycling","293383.687941063","Core waste"
"2009-2010","Qld","Building and demolition materials","Landfill","Disposal","1316275","Core waste"
"2009-2010","Qld","Building and demolition materials","Recycling","Recycling","804684","Core waste"
"2009-2010","Qld","Glass","Landfill","Disposal","121654","Core waste"
"2009-2010","Qld","Glass","Recycling","Recycling","75796","Core waste"
"2009-2010","Qld","Hazardous wastes","Energy from waste facility","Energy recovery","12701.7803920318","Core waste"
"2009-2010","Qld","Hazardous wastes","Landfill","Disposal","775403.050240532","Core waste"
"2009-2010","Qld","Hazardous wastes","Other disposal","Disposal","17137.3724196313","Core waste"
"2009-2010","Qld","Hazardous wastes","Recycling","Recycling","345769.242188182","Core waste"
"2009-2010","Qld","Hazardous wastes","Treatment","Disposal","65243.9967234469","Core waste"
"2009-2010","Qld","Hazardous wastes","Treatment","Energy recovery","14785.6864946216","Core waste"
"2009-2010","Qld","Hazardous wastes","Treatment","Recycling","109012.133078287","Core waste"
"2009-2010","Qld","Metals","Landfill","Disposal","140952","Core waste"
"2009-2010","Qld","Metals","Recycling","Recycling","630548","Core waste"
"2009-2010","Qld","Organics","Energy from waste facility","Energy recovery","188000","Core waste"
"2009-2010","Qld","Organics","Landfill","Disposal","1453450","Core waste"
"2009-2010","Qld","Organics","Landfill","Energy recovery","129040","Core waste"
"2009-2010","Qld","Organics","Recycling","Recycling","908127","Core waste"
"2009-2010","Qld","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","Qld","Paper & cardboard","Landfill","Disposal","419256","Core waste"
"2009-2010","Qld","Paper & cardboard","Landfill","Energy recovery","50403","Core waste"
"2009-2010","Qld","Paper & cardboard","Recycling","Recycling","492677","Core waste"
"2009-2010","Qld","Plastics","Landfill","Disposal","565598","Core waste"
"2009-2010","Qld","Plastics","Recycling","Recycling","28052","Core waste"
"2009-2010","Qld","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","Qld","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","131263","Core waste"
"2009-2010","Qld","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","11992","Core waste"
"2009-2010","Qld","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","7253","Core waste"
"2009-2010","Qld","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","Qld","Unclassified materials","Landfill","Disposal","0","Core waste"
"2009-2010","Qld","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2009-2010","Qld","Unclassified materials","Recycling","Recycling","0","Core waste"
"2009-2010","SA","Ash","Other disposal","Long-term storage","249018.752944244","Non-core waste"
"2009-2010","SA","Ash","Recycling","Recycling","170000","Non-core waste"
"2009-2010","SA","Biosolids","Other disposal","Disposal","0","Core waste"
"2009-2010","SA","Biosolids","Recycling","Recycling","139034.292098302","Core waste"
"2009-2010","SA","Building and demolition materials","Landfill","Disposal","103700","Core waste"
"2009-2010","SA","Building and demolition materials","Recycling","Recycling","1009900","Core waste"
"2009-2010","SA","Glass","Landfill","Disposal","14637","Core waste"
"2009-2010","SA","Glass","Recycling","Recycling","57000","Core waste"
"2009-2010","SA","Hazardous wastes","Energy from waste facility","Energy recovery","16765.0693177966","Core waste"
"2009-2010","SA","Hazardous wastes","Landfill","Disposal","89656.7802445226","Core waste"
"2009-2010","SA","Hazardous wastes","Other disposal","Disposal","13802.1378852624","Core waste"
"2009-2010","SA","Hazardous wastes","Recycling","Recycling","57813.927214838","Core waste"
"2009-2010","SA","Hazardous wastes","Treatment","Disposal","20277.2972984811","Core waste"
"2009-2010","SA","Hazardous wastes","Treatment","Energy recovery","1316.39970557629","Core waste"
"2009-2010","SA","Hazardous wastes","Treatment","Recycling","32744.334826363","Core waste"
"2009-2010","SA","Metals","Landfill","Disposal","18980","Core waste"
"2009-2010","SA","Metals","Recycling","Recycling","375800","Core waste"
"2009-2010","SA","Organics","Energy from waste facility","Energy recovery","33000","Core waste"
"2009-2010","SA","Organics","Landfill","Disposal","251121","Core waste"
"2009-2010","SA","Organics","Landfill","Energy recovery","75127","Core waste"
"2009-2010","SA","Organics","Recycling","Recycling","630700","Core waste"
"2009-2010","SA","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","SA","Paper & cardboard","Landfill","Disposal","56062","Core waste"
"2009-2010","SA","Paper & cardboard","Landfill","Energy recovery","21785","Core waste"
"2009-2010","SA","Paper & cardboard","Recycling","Recycling","222300","Core waste"
"2009-2010","SA","Plastics","Energy from waste facility","Energy recovery","16500","Core waste"
"2009-2010","SA","Plastics","Landfill","Disposal","50909","Core waste"
"2009-2010","SA","Plastics","Landfill","Energy recovery","0","Core waste"
"2009-2010","SA","Plastics","Recycling","Recycling","20480","Core waste"
"2009-2010","SA","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","5500","Core waste"
"2009-2010","SA","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","18461","Core waste"
"2009-2010","SA","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","7123","Core waste"
"2009-2010","SA","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","6900","Core waste"
"2009-2010","SA","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","SA","Unclassified materials","Landfill","Disposal","0","Core waste"
"2009-2010","SA","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2009-2010","SA","Unclassified materials","Recycling","Recycling","0","Core waste"
"2009-2010","Tas","Biosolids","Other disposal","Disposal","311.03034913233","Core waste"
"2009-2010","Tas","Biosolids","Recycling","Recycling","15862.5478057488","Core waste"
"2009-2010","Tas","Building and demolition materials","Landfill","Disposal","55312","Core waste"
"2009-2010","Tas","Building and demolition materials","Recycling","Recycling","2354","Core waste"
"2009-2010","Tas","Glass","Landfill","Disposal","12704","Core waste"
"2009-2010","Tas","Glass","Recycling","Recycling","10554","Core waste"
"2009-2010","Tas","Hazardous wastes","Energy from waste facility","Energy recovery","2776.81576563148","Core waste"
"2009-2010","Tas","Hazardous wastes","Landfill","Disposal","56350.5153139711","Core waste"
"2009-2010","Tas","Hazardous wastes","Other disposal","Disposal","439.444797923383","Core waste"
"2009-2010","Tas","Hazardous wastes","Recycling","Recycling","190467.580401663","Core waste"
"2009-2010","Tas","Hazardous wastes","Treatment","Disposal","3988.30946349514","Core waste"
"2009-2010","Tas","Hazardous wastes","Treatment","Energy recovery","36.0225608178593","Core waste"
"2009-2010","Tas","Hazardous wastes","Treatment","Recycling","20891.555596786","Core waste"
"2009-2010","Tas","Metals","Landfill","Disposal","11665","Core waste"
"2009-2010","Tas","Metals","Recycling","Recycling","10635","Core waste"
"2009-2010","Tas","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","Tas","Organics","Landfill","Disposal","138220","Core waste"
"2009-2010","Tas","Organics","Landfill","Energy recovery","31062","Core waste"
"2009-2010","Tas","Organics","Recycling","Recycling","40411","Core waste"
"2009-2010","Tas","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","Tas","Paper & cardboard","Landfill","Disposal","41605","Core waste"
"2009-2010","Tas","Paper & cardboard","Landfill","Energy recovery","11399","Core waste"
"2009-2010","Tas","Paper & cardboard","Recycling","Recycling","70724","Core waste"
"2009-2010","Tas","Plastics","Landfill","Disposal","65616","Core waste"
"2009-2010","Tas","Plastics","Recycling","Recycling","2163","Core waste"
"2009-2010","Tas","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","Tas","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","16511","Core waste"
"2009-2010","Tas","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","2709","Core waste"
"2009-2010","Tas","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","311","Core waste"
"2009-2010","Tas","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","Tas","Unclassified materials","Landfill","Disposal","0","Core waste"
"2009-2010","Tas","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2009-2010","Tas","Unclassified materials","Recycling","Recycling","0","Core waste"
"2009-2010","Vic","Ash","Other disposal","Long-term storage","1316075.79865072","Non-core waste"
"2009-2010","Vic","Ash","Recycling","Recycling","0","Non-core waste"
"2009-2010","Vic","Biosolids","Other disposal","Disposal","283991.467810479","Core waste"
"2009-2010","Vic","Biosolids","Recycling","Recycling","152918.482667181","Core waste"
"2009-2010","Vic","Building and demolition materials","Landfill","Disposal","1050706","Core waste"
"2009-2010","Vic","Building and demolition materials","Recycling","Recycling","3370704","Core waste"
"2009-2010","Vic","Glass","Landfill","Disposal","109291","Core waste"
"2009-2010","Vic","Glass","Recycling","Recycling","156117","Core waste"
"2009-2010","Vic","Hazardous wastes","Energy from waste facility","Energy recovery","28655.6848493485","Core waste"
"2009-2010","Vic","Hazardous wastes","Landfill","Disposal","439602.489298833","Core waste"
"2009-2010","Vic","Hazardous wastes","Other disposal","Disposal","3635.70130746393","Core waste"
"2009-2010","Vic","Hazardous wastes","Recycling","Recycling","299289.948996373","Core waste"
"2009-2010","Vic","Hazardous wastes","Treatment","Disposal","65345.5286694634","Core waste"
"2009-2010","Vic","Hazardous wastes","Treatment","Energy recovery","10787.916027418","Core waste"
"2009-2010","Vic","Hazardous wastes","Treatment","Recycling","112535.097265412","Core waste"
"2009-2010","Vic","Metals","Landfill","Disposal","88977","Core waste"
"2009-2010","Vic","Metals","Recycling","Recycling","1408689","Core waste"
"2009-2010","Vic","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","Vic","Organics","Landfill","Disposal","1659176","Core waste"
"2009-2010","Vic","Organics","Landfill","Energy recovery","282422","Core waste"
"2009-2010","Vic","Organics","Recycling","Recycling","863140","Core waste"
"2009-2010","Vic","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","Vic","Paper & cardboard","Landfill","Disposal","500849","Core waste"
"2009-2010","Vic","Paper & cardboard","Landfill","Energy recovery","107769","Core waste"
"2009-2010","Vic","Paper & cardboard","Recycling","Recycling","999883","Core waste"
"2009-2010","Vic","Plastics","Landfill","Disposal","534459","Core waste"
"2009-2010","Vic","Plastics","Recycling","Recycling","154806","Core waste"
"2009-2010","Vic","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","766","Core waste"
"2009-2010","Vic","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","158250","Core waste"
"2009-2010","Vic","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","33840","Core waste"
"2009-2010","Vic","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","13068","Core waste"
"2009-2010","Vic","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","Vic","Unclassified materials","Landfill","Disposal","0","Core waste"
"2009-2010","Vic","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2009-2010","Vic","Unclassified materials","Recycling","Recycling","0","Core waste"
"2009-2010","WA","Ash","Other disposal","Long-term storage","579376.696650789","Non-core waste"
"2009-2010","WA","Ash","Recycling","Recycling","466037.774753362","Non-core waste"
"2009-2010","WA","Biosolids","Other disposal","Disposal","12115.4572780685","Core waste"
"2009-2010","WA","Biosolids","Recycling","Recycling","95712.1124967408","Core waste"
"2009-2010","WA","Building and demolition materials","Landfill","Disposal","2139991","Core waste"
"2009-2010","WA","Building and demolition materials","Recycling","Recycling","436298","Core waste"
"2009-2010","WA","Glass","Landfill","Disposal","130483","Core waste"
"2009-2010","WA","Glass","Recycling","Recycling","27744","Core waste"
"2009-2010","WA","Hazardous wastes","Energy from waste facility","Energy recovery","11221.1830789423","Core waste"
"2009-2010","WA","Hazardous wastes","Landfill","Disposal","91610.6071149821","Core waste"
"2009-2010","WA","Hazardous wastes","Other disposal","Disposal","2681.45550402952","Core waste"
"2009-2010","WA","Hazardous wastes","Recycling","Recycling","296843.584601217","Core waste"
"2009-2010","WA","Hazardous wastes","Treatment","Disposal","18302.7786351923","Core waste"
"2009-2010","WA","Hazardous wastes","Treatment","Energy recovery","6457.37684296933","Core waste"
"2009-2010","WA","Hazardous wastes","Treatment","Recycling","35621.5065723221","Core waste"
"2009-2010","WA","Metals","Landfill","Disposal","142411","Core waste"
"2009-2010","WA","Metals","Recycling","Recycling","450293","Core waste"
"2009-2010","WA","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","WA","Organics","Landfill","Disposal","1474645","Core waste"
"2009-2010","WA","Organics","Landfill","Energy recovery","120572","Core waste"
"2009-2010","WA","Organics","Recycling","Recycling","459542","Core waste"
"2009-2010","WA","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","WA","Paper & cardboard","Landfill","Disposal","395205","Core waste"
"2009-2010","WA","Paper & cardboard","Landfill","Energy recovery","44371","Core waste"
"2009-2010","WA","Paper & cardboard","Recycling","Recycling","453858","Core waste"
"2009-2010","WA","Plastics","Landfill","Disposal","461869","Core waste"
"2009-2010","WA","Plastics","Recycling","Recycling","13938","Core waste"
"2009-2010","WA","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","WA","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","122949","Core waste"
"2009-2010","WA","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","1845","Core waste"
"2009-2010","WA","Textiles, leather & rubber (excl. tyres)","Recycling","Recycling","21179","Core waste"
"2009-2010","WA","Unclassified materials","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","WA","Unclassified materials","Landfill","Disposal","0","Core waste"
"2009-2010","WA","Unclassified materials","Landfill","Energy recovery","0","Core waste"
"2009-2010","WA","Unclassified materials","Recycling","Recycling","0","Core waste"
"2008-2009","ACT","Biosolids","Other disposal","Disposal","20899.7671970973","Core waste"
"2008-2009","ACT","Biosolids","Recycling","Recycling","0","Core waste"
"2008-2009","ACT","Building and demolition materials","Landfill","Disposal","12003","Core waste"
"2008-2009","ACT","Building and demolition materials","Recycling","Recycling","199180","Core waste"
"2008-2009","ACT","Glass","Landfill","Disposal","6872","Core waste"
"2008-2009","ACT","Glass","Recycling","Recycling","14235","Core waste"
"2008-2009","ACT","Hazardous wastes","Energy from waste facility","Energy recovery","956.354694580491","Core waste"
"2008-2009","ACT","Hazardous wastes","Landfill","Disposal","21158.8232520815","Core waste"
"2008-2009","ACT","Hazardous wastes","Other disposal","Disposal","209.918363648633","Core waste"
"2008-2009","ACT","Hazardous wastes","Recycling","Recycling","4561.80840738028","Core waste"
"2008-2009","ACT","Hazardous wastes","Treatment","Disposal","841.953640175055","Core waste"
"2008-2009","ACT","Hazardous wastes","Treatment","Energy recovery","139.514760457114","Core waste"
"2008-2009","ACT","Hazardous wastes","Treatment","Recycling","1229.19452005932","Core waste"
"2008-2009","ACT","Metals","Landfill","Disposal","6483","Core waste"
"2008-2009","ACT","Metals","Recycling","Recycling","33479","Core waste"
"2008-2009","ACT","Organics","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","ACT","Organics","Landfill","Disposal","65806","Core waste"
"2008-2009","ACT","Organics","Landfill","Energy recovery","16394","Core waste"
"2008-2009","ACT","Organics","Recycling","Recycling","203249","Core waste"
"2008-2009","ACT","Paper & cardboard","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","ACT","Paper & cardboard","Landfill","Disposal","23795","Core waste"
"2008-2009","ACT","Paper & cardboard","Landfill","Energy recovery","11824","Core waste"
"2008-2009","ACT","Paper & cardboard","Recycling","Recycling","50676","Core waste"
"2008-2009","ACT","Plastics","Landfill","Disposal","24477","Core waste"
"2008-2009","ACT","Plastics","Recycling","Recycling","1246","Core waste"
"2008-2009","ACT","Textiles, leather & rubber (excl. tyres)","Energy from waste facility","Energy recovery","0","Core waste"
"2008-2009","ACT","Textiles, leather & rubber (excl. tyres)","Landfill","Disposal","15240","Core waste"
"2008-2009","ACT","Textiles, leather & rubber (excl. tyres)","Landfill","Energy recovery","7515","Core waste"
